conversation_id,utterance_id,channel,is_final,offset_ms,duration_ms,audio_finish_time,received_at,latency_seconds,confidence,transcript_text,word_count,anomaly,received_dt,conversation_date,hour_of_day,day_of_week
add7bbab-c67c-49b0-b60e-499364a2ef0f,d576f3ed-1555-400d-a47b-d7bdf7c51539,INTERNAL,True,103834,273,1759452760.073941,1759452760.460535,0.3865940570831299,0.839,got it,2,normal,2025-10-03 00:52:40.460535049+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,dd1e8617-7f50-432e-9564-befbe27e6062,INTERNAL,True,110106,39,1759452766.1119409,1759452766.212745,0.10080409049987793,0.969,okay,1,normal,2025-10-03 00:52:46.212744951+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,ef0ba77c-6e17-4140-b700-2af5d5c42835,EXTERNAL,True,100360,10700,1759452767.0269408,1759452767.943072,0.9161312580108643,0.9491666666666664,we ordered the wrong product so it's on us just just the square d lightning magnet contractor the other little small part we use,24,normal,2025-10-03 00:52:47.943072081+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,f63600a9-9e98-427b-b404-4f8b9cd185c0,INTERNAL,True,112298,989,1759452769.2539408,1759452770.280071,1.026130199432373,0.963,got it so,3,normal,2025-10-03 00:52:50.280071020+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,e7a6ec59-6dc4-47b7-8d00-298f8fb9c000,INTERNAL,True,115979,8641,1759452780.5869408,1759452781.491543,0.9046022891998291,0.9427619047619047,just a moment just the contractor and i'm showing this as in transit let me get this pulled up really quickly,21,normal,2025-10-03 00:53:01.491543055+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,0d6e431c-ac0d-4425-bccd-1c309bfa5ff9,EXTERNAL,True,127159,3821,1759452786.946941,1759452787.898366,0.9514250755310059,0.9719999999999999,we received it on august twenty ninth,7,normal,2025-10-03 00:53:07.898365974+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,86648740-0424-435e-a619-40f4bb829437,INTERNAL,True,132555,1609,1759452790.130941,1759452790.286645,0.15570402145385742,0.9986666666666667,oh you did receive both items,6,normal,2025-10-03 00:53:10.286644936+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,43e75932-46af-4747-a4bc-1e60b519baff,EXTERNAL,True,136780,5481,1759452798.2279408,1759452798.4924679,0.2645270824432373,0.9307826086956522,i know it shows here as i'm pulling it up looking at my orders it's still in insurance but no we received it,23,normal,2025-10-03 00:53:18.492467880+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,d8d0144c-d935-4fdb-ac07-6d8c38cc8419,INTERNAL,True,143238,15244,1759452814.448941,1759452816.045181,1.5962400436401367,0.9636444444444441,okay perfect perfect alright then i should be able to get this set up and it was just the one contractor and do you want me to set up the return as shipping or will you take it back to the branch on pao street,45,normal,2025-10-03 00:53:36.045181036+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,686b50f3-81fb-4dad-9824-9d1574d4c73d,EXTERNAL,True,160259,2463,1759452818.6889408,1759452819.269637,0.5806963443756104,0.9932857142857142,oh i think shipping would be better,7,normal,2025-10-03 00:53:39.269637108+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,b270df78-e81a-42ea-a6f5-7487442e34df,INTERNAL,True,163878,3383,1759452823.2279408,1759452823.327723,0.09978222846984863,0.9655833333333333,okay sorry i can't provide a label just sometimes if it's easier,12,normal,2025-10-03 00:53:43.327723026+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,83ea2259-4e0f-43a2-8c29-f5ae3904a48d,EXTERNAL,True,166759,1941,1759452824.666941,1759452825.28367,0.6167290210723877,0.980625,no i will pay for it it's fine,8,normal,2025-10-03 00:53:45.283669949+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,f4a856c1-47f2-430c-adcc-6145414162a3,INTERNAL,True,170195,3967,1759452830.1289408,1759452830.678397,0.5494561195373535,0.9481333333333332,alright and so that was the lightning magnetic contractor the five b one four one,15,normal,2025-10-03 00:53:50.678396940+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,b45a20c7-ea3a-4de5-8913-b4b81ed99f46,EXTERNAL,True,176037,1247,1759452833.2509408,1759452833.266064,0.015123128890991211,0.9151428571428571,five d one four one that's correct,7,normal,2025-10-03 00:53:53.266063928+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,6720abbc-0048-4794-86d5-900e944710da,INTERNAL,True,178073,268,1759452834.307941,1759452835.220426,0.9124851226806641,0.999,perfect,1,normal,2025-10-03 00:53:55.220426083+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,0e50ff35-ae07-4d27-b32b-fbf44afad930,EXTERNAL,True,178239,1663,1759452835.8689408,1759452836.261586,0.39264512062072754,0.9616666666666668,four hundred and seven thirty seven,6,normal,2025-10-03 00:53:56.261585950+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,037e4bb2-ce23-44da-8458-ffcd84c6f6a2,INTERNAL,True,181039,5165,1759452842.1709409,1759452843.483632,1.3126912117004395,0.9917499999999998,excellent there we go quantity one and just making a quick note,12,normal,2025-10-03 00:54:03.483632088+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,c3f9c8ca-90d4-4104-bd5d-93c7c7d3ff6d,INTERNAL,True,187937,1853,1759452845.7569408,1759452846.5281851,0.7712442874908447,0.9081428571428571,and that's still new ending package right,7,normal,2025-10-03 00:54:06.528185129+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,6257af66-8591-49d6-96b7-c8ab2921a50d,EXTERNAL,True,190737,507,1759452847.2109408,1759452847.2109408,0.0,0.8155,correct yes,2,normal,2025-10-03 00:54:07.210940838+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,8ca83bca-f84b-4388-b45c-5896bd7f14bd,INTERNAL,True,192239,10726,1759452858.9319408,1759452861.1246238,2.192682981491089,0.9245294117647059,excellent okay here we go right just getting your return all set up okay customer return and,17,normal,2025-10-03 00:54:21.124623775+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,41e16409-059c-4604-b950-fa05036783c4,INTERNAL,True,207139,278,1759452863.383941,1759452865.24911,1.8651690483093262,0.996,perfect,1,normal,2025-10-03 00:54:25.249109983+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,e45f9f11-28f2-4b21-9bdc-4f1bb7875c4e,INTERNAL,True,210200,15521,1759452881.6879408,1759452882.7277272,1.0397863388061523,0.8883333333333333,right you i'll check out and that'll be that can be shipped back to two eight three three street on honolulu i've got your confirmation your return confirmation going to at least at dot coleman two at u s s dot go is that still the best contact,48,normal,2025-10-03 00:54:42.727727175+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,2d82a645-e651-4ec3-a028-49d506767a13,EXTERNAL,True,226399,752,1759452883.117941,1759452884.2737,1.1557590961456299,0.88825,yes that is correct,4,normal,2025-10-03 00:54:44.273699999+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,1b886865-6d4b-4729-b4a7-cb72167b18e7,INTERNAL,True,227900,7101,1759452890.9679408,1759452891.774339,0.8063981533050537,0.9638076923076924,perfect as soon as we receive that back your visa will be credited back in the amount of four oh seven thirty seven there we go,26,normal,2025-10-03 00:54:51.774338961+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,35120331-9b34-4a7f-869d-2cc996e66a3b,INTERNAL,True,236437,39,1759452892.442941,1759452893.3272362,0.8842952251434326,0.993,and,1,normal,2025-10-03 00:54:53.327236176+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,ab59dee7-33d7-4548-bddb-a842dd36920a,INTERNAL,True,238359,5362,1759452899.6879408,1759452900.628238,0.9402971267700195,0.9739333333333333,one moment alright would you like your return confirmation number or just your confirmation email,15,normal,2025-10-03 00:55:00.628237963+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,9568e44e-fdad-49b0-99f1-2bef6efbbcda,EXTERNAL,True,245573,828,1759452902.367941,1759452902.385071,0.017130136489868164,0.9936,is it in the email,5,normal,2025-10-03 00:55:02.385071039+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,b7e3a60b-3a7f-48b8-9c27-85a64fae50ff,INTERNAL,True,246897,990,1759452903.853941,1759452905.356961,1.5030200481414795,0.9824999999999999,yeah absolutely,2,normal,2025-10-03 00:55:05.356961012+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,c0568f48-48b6-4185-b6d0-fad1a99ead67,EXTERNAL,True,248619,983,1759452905.5689409,1759452906.294496,0.7255551815032959,0.8301999999999999,yeah just the email phone,5,normal,2025-10-03 00:55:06.294496059+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,e15a2bdf-a074-408d-9fe9-98d1b743beb4,INTERNAL,True,251118,5003,1759452912.087941,1759452912.454041,0.3661000728607178,0.9802307692307691,okay perfect and you should see that in your inbox in a minute or two is there anything else i could take care of for you,26,normal,2025-10-03 00:55:12.454041004+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,7976dc3a-84ac-44bf-8368-a4a1c3a32066,EXTERNAL,True,256578,2127,1759452914.6719408,1759452915.510847,0.8389062881469727,0.9860909090909092,no that's it and i appreciate it thank you so much,11,normal,2025-10-03 00:55:15.510847092+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,fbd0902d-01df-4c9c-b1f5-1f26c59a593f,EXTERNAL,True,261376,189,1759452917.531941,1759452918.264562,0.7326209545135498,0.639,alright,1,normal,2025-10-03 00:55:18.264561892+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,0495b266-2785-44b9-b0a8-09859c5c77a4,EXTERNAL,True,262438,863,1759452919.267941,1759452919.466207,0.19826602935791016,0.9695,you too bye bye,4,normal,2025-10-03 00:55:19.466207027+00:00,2025-10-03,0,Friday
add7bbab-c67c-49b0-b60e-499364a2ef0f,6d4eb976-6497-4d08-8c34-70fc2386b624,INTERNAL,True,259300,2616,1759452917.8829408,1759452919.5029812,1.6200404167175293,0.9889166666666668,yeah have a wonderful afternoon and thank you for the call bye,12,normal,2025-10-03 00:55:19.502981185+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,f0aeb665-04d7-466c-afa4-324385180698,INTERNAL,True,16499,3363,1759452940.253901,1759452941.365744,1.1118431091308594,0.9854285714285714,thank you for calling grainger my name is anne how can i assist you,14,normal,2025-10-03 00:55:41.365744114+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,e0b7251d-4ba4-4bf8-b0ce-2c40ccd05c27,EXTERNAL,True,21880,6821,1759452949.092901,1759452950.415283,1.3223819732666016,0.9671666666666666,hi good afternoon and i would like to request a return label or return ticket to be done,18,normal,2025-10-03 00:55:50.415282965+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,5751b3e9-4728-4b79-a908-0a6bb2585fbe,INTERNAL,True,29619,4643,1759452954.653901,1759452955.387326,0.7334249019622803,0.9700952380952381,alright i'd be happy to help you with that can i confirm your first and last name in the business name,21,normal,2025-10-03 00:55:55.387326002+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,d298a1f4-98a1-4be8-b0b9-33fa5d783ff2,EXTERNAL,True,36319,4924,1759452961.634901,1759452962.4103308,0.7754297256469727,0.9179375,my name is me m e l e last name aa a k u n a,16,normal,2025-10-03 00:56:02.410330772+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,b701bbaa-0c93-431c-9172-d2356211dffc,EXTERNAL,True,42958,2764,1759452966.113901,1759452966.28317,0.16926908493041992,0.9955714285714288,and the business name is grace pacific,7,normal,2025-10-03 00:56:06.283169985+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,0fe71edc-bd83-4d6d-9fc5-16544c3ea540,INTERNAL,True,46778,1051,1759452968.220901,1759452969.150517,0.9296159744262695,0.8635714285714285,alright just let me get in your,7,normal,2025-10-03 00:56:09.150516987+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,dbe63267-3740-4c65-91b6-93438a419db5,EXTERNAL,True,47579,1663,1759452969.6339011,1759452970.199677,0.5657758712768555,0.9964444444444445,i have the account number if you need it,9,normal,2025-10-03 00:56:10.199676991+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,13e51c92-ab57-4cff-b7ea-b6d991287cc0,EXTERNAL,True,53749,34,1759452974.174901,1759452975.1178901,0.9429891109466553,0.507,okay,1,normal,2025-10-03 00:56:15.117890120+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,af62928a-2db6-4a6d-a9de-44f51ebc043c,INTERNAL,True,50019,6122,1759452976.532901,1759452977.372331,0.8394298553466797,0.9945909090909091,okay i'm opening up your account right now do you have the order number for the item that needs to be returned,22,normal,2025-10-03 00:56:17.372330904+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,efaea14f-4b4e-437d-a281-a578298c395f,EXTERNAL,True,57998,2607,1759452980.996901,1759452982.2615418,1.2646408081054688,0.9889999999999999,yes it is one five six,6,normal,2025-10-03 00:56:22.261541843+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,efd9b692-b589-45ce-ae5a-ef6cd5215b18,EXTERNAL,True,62138,709,1759452983.238901,1759452984.562933,1.3240320682525635,0.999,two eight five,3,normal,2025-10-03 00:56:24.562932968+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,873afea3-968d-4f57-85d9-278fef80640b,EXTERNAL,True,64339,2726,1759452987.456901,1759452988.397318,0.9404168128967285,0.8835000000000001,three three six seven folding ru,6,normal,2025-10-03 00:56:28.397317886+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,54209199-2750-4cf3-b0d3-db4edc7c532f,INTERNAL,True,68218,3965,1759452992.574901,1759452993.3447769,0.7698757648468018,0.9950714285714286,okay so i got one five six two eight five three three six seven,14,normal,2025-10-03 00:56:33.344776869+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,3f05bfd2-499b-4c49-acc3-1c8ceeeca5cd,EXTERNAL,True,74094,38,1759452994.523901,1759452995.133963,0.6100621223449707,0.972,correct,1,normal,2025-10-03 00:56:35.133963108+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,3a0f8302-9668-4f3f-becd-520223196738,INTERNAL,True,74979,3922,1759452999.292901,1759453000.295448,1.002547025680542,0.9835000000000002,and this is the only item on that order the brick mason folding rule,14,normal,2025-10-03 00:56:40.295448065+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,ce8bd1b0-150a-48e0-9b16-e6d934d6fe4d,INTERNAL,True,80388,37,1759453000.816901,1759453001.110545,0.2936439514160156,0.966,and,1,normal,2025-10-03 00:56:41.110544920+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,3e4b798d-46bb-40ee-a8a1-4769cbc6c8ee,INTERNAL,True,83548,38,1759453003.977901,1759453004.150023,0.17212200164794922,0.999,okay,1,normal,2025-10-03 00:56:44.150022984+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,4c3a6296-652d-4fc2-a855-cebc47f53f9d,EXTERNAL,True,80639,3782,1759453004.812901,1759453005.286082,0.47318100929260254,0.9476666666666667,yes and we haven't even opened the box we have we just got it today,15,normal,2025-10-03 00:56:45.286082029+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,b8e39dc7-7dd5-49cb-ae79-e77118d480ff,INTERNAL,True,85417,1572,1759453007.380901,1759453008.206969,0.8260679244995117,0.94475,okay is it just the wrong item or,8,normal,2025-10-03 00:56:48.206969023+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,61fffb3e-a8bd-4528-85ec-ce63f48c7310,EXTERNAL,True,88770,38,1759453009.199901,1759453010.195298,0.9953968524932861,0.697,yeah,1,normal,2025-10-03 00:56:50.195297956+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,a4b5af4f-4cf4-49ca-9f4a-40a588fef09c,INTERNAL,True,90398,1286,1759453012.075901,1759453012.3840902,0.30818915367126465,0.8364999999999999,alright i just have to put in a,8,normal,2025-10-03 00:56:52.384090185+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,2dff703f-79d9-45aa-80e7-73a9e094e5d6,INTERNAL,True,92678,1146,1759453014.215901,1759453015.1921291,0.9762282371520996,0.9954000000000001,couple notes here one moment,5,normal,2025-10-03 00:56:55.192129135+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,14dad071-4222-43dc-aa62-6109aec29f0c,EXTERNAL,True,95779,2483,1759453018.653901,1759453019.4914272,0.8375260829925537,0.9867000000000001,and we can take it back to the honolulu store,10,normal,2025-10-03 00:56:59.491427183+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,8b0cb371-8ad3-40ee-b6cd-fccc366822be,INTERNAL,True,98991,1853,1759453021.235901,1759453022.229224,0.9933228492736816,0.9798,okay i'll make a note of that just one moment,10,normal,2025-10-03 00:57:02.229223967+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,3ac2838d-ebda-4e80-b1cb-471cc942b5fa,EXTERNAL,True,105772,37,1759453026.200901,1759453027.1454022,0.9445011615753174,0.67,okay,1,normal,2025-10-03 00:57:07.145402193+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,86b79547-a622-482e-ad9c-90cf2f3b2fd1,INTERNAL,True,105480,2304,1759453028.175901,1759453029.3194282,1.1435272693634033,0.9680000000000002,i didn't get to be october already that's my question,10,normal,2025-10-03 00:57:09.319428205+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,b340d8a3-38a5-42ed-be54-857252327693,EXTERNAL,True,109459,5061,1759453034.911901,1759453035.411624,0.499722957611084,0.9741249999999999,right it's going too fast way too fast,8,normal,2025-10-03 00:57:15.411623955+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,a9af2c38-ec66-4c66-88c6-898c862676ce,INTERNAL,True,115817,3307,1759453039.515901,1759453041.434388,1.9184868335723877,0.9450833333333333,it literally it seems like just yesterday it was fourth of july,12,normal,2025-10-03 00:57:21.434387922+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,c883448a-6e15-46d4-8637-36c70b4bc702,EXTERNAL,True,123876,38,1759453044.305901,1759453045.142839,0.8369379043579102,0.506,h,1,normal,2025-10-03 00:57:25.142838955+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,5e35eb99-5ec8-4218-8fba-90a6114065d3,INTERNAL,True,126379,348,1759453047.118901,1759453048.216882,1.0979809761047363,0.991,i don't know,3,normal,2025-10-03 00:57:28.216881990+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,1c23abfd-f44d-4a48-a061-839ba1d79753,INTERNAL,True,129451,40,1759453049.882901,1759453051.1799018,1.2970008850097656,0.997,okay,1,normal,2025-10-03 00:57:31.179901838+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,327cc245-0880-43bf-90f6-20d3b308b15f,EXTERNAL,True,138674,39,1759453059.104901,1759453060.203328,1.0984268188476562,0.898,yeah,1,normal,2025-10-03 00:57:40.203327894+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,933fa93e-760f-4e9b-b6c5-d47faed576cf,INTERNAL,True,133279,5803,1759453059.473901,1759453060.510304,1.036402940750122,0.9768636363636362,so the person it looks like the person who placed the order was kathleen smith you want me to leave her information,22,normal,2025-10-03 00:57:40.510303974+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,3d29dff1-31bc-4ae1-a656-a45fe1934c43,EXTERNAL,True,141379,4902,1759453066.672901,1759453067.369287,0.6963860988616943,0.9929411764705882,you can do that i have to use her account because my account is no longer active,17,normal,2025-10-03 00:57:47.369287014+00:00,2025-10-03,0,Friday
ba4f6eaa-ddf3-443b-b915-518de3c4aea0,b21afa4c-c907-4ba6-ae5c-b206368ed370,INTERNAL,True,147870,39,1759453068.300901,1759453069.153926,0.853024959564209,0.999,okay,1,normal,2025-10-03 00:57:49.153925896+00:00,2025-10-03,0,Friday
